DATA_REF_SYNTAX,SUB_EX_ID,ENS_MEMBER,TABLE_ID,VAR_NAME,GRID_LABEL,VERSION_NO,HANDLE,SUBPANEL
CMIP6.CMIP.CAS.FGOALS-g3.piControl,none,r1i1p1f1,Amon,tas,gn,20190818,hdl:21.14100/09aea16f-92e2-4d67-ab58-b83b20b1549a,b
CMIP6.CMIP.CAS.FGOALS-f3-L.piControl,none,r1i1p1f1,Amon,tas,gr,20191029,hdl:21.14100/79b90466-40a6-48f3-bf71-80cb31fcb211,b
CMIP6.CMIP.CAS.FGOALS-f3-L.abrupt-4xCO2,none,r1i1p1f1,Amon,tas,gr,20191018,hdl:21.14100/94d7556a-c0da-49b4-9fa2-2bfe440040fb,b
CMIP6.CMIP.CAS.FGOALS-f3-L.1pctCO2,none,r1i1p1f1,Amon,tas,gr,20191020,hdl:21.14100/34139c8f-ba85-4c67-bc0f-5ded123e87bd,b
CMIP6.CMIP.AWI.AWI-ESM-1-1-LR.piControl,none,r1i1p1f1,Amon,tas,gn,20200212,hdl:21.14100/da909048-e78e-4153-8230-69054d9fd5e5,"a,b"
CMIP6.PMIP.AWI.AWI-ESM-1-1-LR.lgm,none,r1i1p1f1,Omon,tos,gn,20200212,,a
CMIP6.PMIP.AWI.AWI-ESM-1-1-LR.piControl,none,r1i1p1f1,Omon,tos,gn,20200212,,a
CMIP6.CMIP.INM.INM-CM4-8.lgm,none,r1i1p1f1,Omon,tos,gr1,20201112,,a
CMIP6.CMIP.INM.INM-CM4-8.piControl,none,r1i1p1f1,Omon,tos,gr1,20190605,,a
CMIP6.PMIP.MIROC.MIROC-ES2L.lgm,none,r1i1p1f1,Omon,tos,gn,20191002,,a
CMIP6.PMIP.MIROC.MIROC-ES2L.piControl,none,r1i1p1f1,Omon,tos,gn,20190823,,a
CMIP6.PMIP.MPI-M.MPI-ESM1-2-LR.lgm,none,r1i1p1f1,Omon,tos,gn,20190710,,a
CMIP6.CMIP.MPI-M.MPI-ESM1-2-LR.piControl,none,r1i1p1f1,Omon,tos,gn,20190710,,a
