cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20120622,pr,_EC-EARTH_piControl_r1i1p1_243001-243912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20120622,pr,_EC-EARTH_piControl_r1i1p1_244001-244912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20120622,pr,_EC-EARTH_piControl_r1i1p1_245001-245912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20120622,pr,_EC-EARTH_piControl_r1i1p1_246001-246912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20120622,pr,_EC-EARTH_piControl_r1i1p1_247001-247912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20120622,pr,_EC-EARTH_piControl_r1i1p1_248001-248912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20120622,pr,_EC-EARTH_piControl_r1i1p1_249001-249912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20120622,pr,_EC-EARTH_piControl_r1i1p1_250001-250912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20120622,pr,_EC-EARTH_piControl_r1i1p1_251001-251912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20120622,pr,_EC-EARTH_piControl_r1i1p1_252001-252912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20120622,pr,_EC-EARTH_piControl_r1i1p1_253001-253912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20120622,pr,_EC-EARTH_piControl_r1i1p1_254001-254912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20120622,pr,_EC-EARTH_piControl_r1i1p1_255001-255012.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_210001-210912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_210001-210912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_211001-211912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_211001-211912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_212001-212912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_212001-212912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_213001-213912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_213001-213912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_214001-214912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_214001-214912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_215001-215912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_215001-215912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_216001-216912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_216001-216912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_217001-217912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_217001-217912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_218001-218912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_218001-218912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_219001-219912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_219001-219912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_220001-220912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_220001-220912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_221001-221912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_221001-221912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_222001-222912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_222001-222912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_223001-223912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_223001-223912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_224001-224912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_224001-224912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_225001-225912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_225001-225912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_226001-226912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_226001-226912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_227001-227912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_227001-227912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_228001-228912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_228001-228912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_229001-229912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_229001-229912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_230001-230912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_230001-230912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_231001-231912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_231001-231912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_232001-232912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_232001-232912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_233001-233912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_233001-233912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_234001-234912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_234001-234912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_235001-235912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_235001-235912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_236001-236912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_236001-236912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_237001-237912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_237001-237912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_238001-238912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_238001-238912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_239001-239912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_239001-239912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_240001-240912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_240001-240912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_241001-241912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_241001-241912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_242001-242912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_242001-242912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_243001-243912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_243001-243912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_244001-244912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_244001-244912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_245001-245912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_245001-245912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_246001-246912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_246001-246912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_247001-247912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_247001-247912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_248001-248912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_248001-248912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_249001-249912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_249001-249912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_250001-250912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_250001-250912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_251001-251912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_251001-251912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_252001-252912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_252001-252912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_253001-253912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_253001-253912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_254001-254912.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_254001-254912.nc4
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_255001-255012.nc
cmip5.output1.ICHEC.EC-EARTH.piControl,mon,atmos,Amon,r1i1p1,v20131120,pr,_EC-EARTH_piControl_r1i1p1_255001-255012.nc4
cmip5.output1.INM.inmcm4.piControl,mon,atmos,Amon,r1i1p1,v20130207,pr,_inmcm4_piControl_r1i1p1_185001-234912.nc
cmip5.output1.IPSL.IPSL-CM5A-LR.1pctCO2,mon,atmos,Amon,r1i1p1,v20110427,pr,_IPSL-CM5A-LR_1pctCO2_r1i1p1_185001-198912.nc
cmip5.output1.IPSL.IPSL-CM5A-LR.historical,mon,atmos,Amon,r1i1p1,v20110406,pr,_IPSL-CM5A-LR_historical_r1i1p1_185001-200512.nc
cmip5.output1.IPSL.IPSL-CM5A-LR.lgm,mon,atmos,Amon,r1i1p1,v20120114,pr,_IPSL-CM5A-LR_lgm_r1i1p1_260101-280012.nc
cmip5.output1.IPSL.IPSL-CM5A-LR.midHolocene,mon,atmos,Amon,r1i1p1,v20111119,pr,_IPSL-CM5A-LR_midHolocene_r1i1p1_230101-280012.nc
cmip5.output1.IPSL.IPSL-CM5A-LR.past1000,mon,atmos,Amon,r1i1p1,v20120804,pr,_IPSL-CM5A-LR_past1000_r1i1p1_085001-104912.nc
cmip5.output1.IPSL.IPSL-CM5A-LR.past1000,mon,atmos,Amon,r1i1p1,v20120804,pr,_IPSL-CM5A-LR_past1000_r1i1p1_105001-124912.nc
cmip5.output1.IPSL.IPSL-CM5A-LR.past1000,mon,atmos,Amon,r1i1p1,v20120804,pr,_IPSL-CM5A-LR_past1000_r1i1p1_125001-144912.nc
cmip5.output1.IPSL.IPSL-CM5A-LR.past1000,mon,atmos,Amon,r1i1p1,v20120804,pr,_IPSL-CM5A-LR_past1000_r1i1p1_145001-164912.nc
cmip5.output1.IPSL.IPSL-CM5A-LR.past1000,mon,atmos,Amon,r1i1p1,v20120804,pr,_IPSL-CM5A-LR_past1000_r1i1p1_165001-184912.nc
cmip5.output1.IPSL.IPSL-CM5A-LR.past1000,mon,atmos,Amon,r1i1p1,v20120804,pr,_IPSL-CM5A-LR_past1000_r1i1p1_185001-185012.nc
cmip5.output1.IPSL.IPSL-CM5A-LR.piControl,mon,atmos,Amon,r1i1p1,v20110324,pr,_IPSL-CM5A-LR_piControl_r1i1p1_180001-279912.nc
cmip5.output1.IPSL.IPSL-CM5A-LR.piControl,mon,atmos,Amon,r1i1p1,v20130506,pr,_IPSL-CM5A-LR_piControl_r1i1p1_180001-279912.nc
cmip5.output1.IPSL.IPSL-CM5A-LR.rcp85,mon,atmos,Amon,r1i1p1,v20111103,pr,_IPSL-CM5A-LR_rcp85_r1i1p1_200601-230012.nc
cmip5.output1.IPSL.IPSL-CM5A-MR.piControl,mon,atmos,Amon,r1i1p1,v20111119,pr,_IPSL-CM5A-MR_piControl_r1i1p1_180001-209912.nc
cmip5.output1.IPSL.IPSL-CM5B-LR.piControl,mon,atmos,Amon,r1i1p1,v20120114,pr,_IPSL-CM5B-LR_piControl_r1i1p1_183001-212912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_044001-044912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_045001-045912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_046001-046912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_047001-047912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_048001-048912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_049001-049912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_050001-050912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_051001-051912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_052001-052912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_053001-053912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_054001-054912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_055001-055912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_056001-056912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_057001-057912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_058001-058912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_059001-059912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_060001-060912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_061001-061912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_062001-062912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_063001-063912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_064001-064912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_065001-065912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_066001-066912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_067001-067912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v1,pr,_FGOALS-g2_1pctCO2_r1i1p1_068001-068312.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_044001-044912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_045001-045912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_046001-046912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_047001-047912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_048001-048912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_049001-049912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_050001-050912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_051001-051912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_052001-052912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_053001-053912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_054001-054912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_055001-055912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_056001-056912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_057001-057912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_058001-058912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_059001-059912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_060001-060912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_061001-061912.nc
cmip5.output1.LASG-CESS.FGOALS-g2.1pctCO2,mon,atmos,Amon,r1i1p1,v20161204,pr,_FGOALS-g2_1pctCO2_r1i1p1_062001-062912.nc
