DATA_REF_SYNTAX,SUB_EX_ID,ENS_MEMBER,TABLE_ID,VAR_NAME,GRID_LABEL,VERSION_NO,HANDLE,SUBPANEL
CMIP6.PMIP.NCC.NorESM1-F.midPliocene-eoi400,none,r1i1p1f1,Amon,tas,gn,20190920,hdl:21.14100/c1e08282-7903-427c-86a5-9e3d2fa2fcbe,
CMIP6.CMIP.NCC.NorESM1-F.piControl,none,r1i1p1f1,Amon,tas,gn,20190920,hdl:21.14100/4e9fff87-de90-43ec-aa77-9cba6ab4188e,
CMIP6.PMIP.NCC.NorESM2-LM.lig127k,none,r1i1p1f1,Amon,tas,gn,20191108,hdl:21.14100/a34c3beb-2c8c-4267-a022-57e05d5ff0ae,
CMIP6.PMIP.NCC.NorESM2-LM.midHolocene,none,r1i1p1f1,Amon,tas,gn,20191108,hdl:21.14100/77cbc8dd-4155-4a20-8de2-1ea1c7067de4,
CMIP6.CMIP.NCC.NorESM2-LM.piControl,none,r1i1p1f1,Amon,tas,gn,20210118,hdl:21.14100/abaf3407-3ef8-4689-95d9-5e59a91463e6,
CMIP6.PMIP.NERC.HadGEM3-GC31-LL.midHolocene,none,r1i1p1f1,Amon,pr,gn,20210111,hdl:21.14100/cc6777d9-10b5-4931-a040-8d359e20a9b1,
CMIP6.PMIP.NERC.HadGEM3-GC31-LL.midPliocene-eoi400,none,r1i1p1f1,Amon,tas,gn,20201222,hdl:21.14100/41a6a4d4-eac9-473a-8090-267714d4460c,
CMIP6.PMIP.NERC.HadGEM3-GC31-LL.midPliocene-eoi400,none,r1i1p1f1,Amon,pr,gn,20201222,hdl:21.14100/97e6a8f7-7f26-4a8b-8e3d-538d54be0604,
CMIP6.CMIP.CSIRO.ACCESS-ESM1-5.abrupt-4xCO2,none,r1i1p1f1,Amon,pr,gn,20191115,hdl:21.14100/17b6efed-d764-48be-8ec0-67b122a571c7,
CMIP6.CMIP.NCAR.CESM2.abrupt-4xCO2,none,r1i1p1f1,Amon,tas,gn,20190828,hdl:21.14100/81280768-5338-4e76-a8cc-478d15b08664,
CMIP6.CMIP.NCAR.CESM2.abrupt-4xCO2,none,r1i1p1f1,Amon,pr,gn,20190828,hdl:21.14100/32b29967-70d4-4a94-b018-1436383d4dfb,
CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1.abrupt-4xCO2,none,r1i1p1f2,Amon,tas,gr,20180705,hdl:21.14100/d23e43fb-e963-4494-bb87-448a22798693,
CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1.abrupt-4xCO2,none,r1i1p1f2,Amon,pr,gr,20180705,hdl:21.14100/ad2472c3-197e-4f8b-af69-c3d5a8580bbc,
CMIP6.CMIP.CAS.FGOALS-f3-L.abrupt-4xCO2,none,r1i1p1f1,Amon,tas,gr,20191018,hdl:21.14100/94d7556a-c0da-49b4-9fa2-2bfe440040fb,
CMIP6.CMIP.CAS.FGOALS-f3-L.abrupt-4xCO2,none,r1i1p1f1,Amon,pr,gr,20191018,hdl:21.14100/6b4e6a73-3709-49a3-9cbe-730480218133,
CMIP6.CMIP.INM.INM-CM4-8.1pctCO2,none,r1i1p1f1,Amon,tas,gr1,20190530,hdl:21.14100/acf2a3bb-da22-411c-a633-d66e96b1fefa,
CMIP6.CMIP.NASA-GISS.GISS-E2-1-G.abrupt-4xCO2,none,r1i1p1f1,Amon,tas,gn,20181002,hdl:21.14100/5a56a8c4-c09a-4e5c-ae53-fd66055789fa,
CMIP6.CMIP.NASA-GISS.GISS-E2-1-G.abrupt-4xCO2,none,r1i1p1f1,Amon,pr,gn,20181002,hdl:21.14100/13058111-119e-4301-aff7-d9c8076e1e3f,
CMIP6.CMIP.INM.INM-CM4-8.1pctCO2,none,r1i1p1f1,Amon,pr,gr1,20190530,hdl:21.14100/5c21081e-894a-46e0-8360-326efb7e10f9,
CMIP6.CMIP.INM.INM-CM4-8.abrupt-4xCO2,none,r1i1p1f1,Amon,tas,gr1,20190529,hdl:21.14100/0b4c8042-efcf-49fe-887d-9e491918810b,
CMIP6.CMIP.IPSL.IPSL-CM6A-LR.1pctCO2,none,r1i1p1f1,Amon,pr,gr,20180727,hdl:21.14100/e65b7527-b1eb-481f-9735-50a6ddb56759,
CMIP6.CMIP.INM.INM-CM4-8.abrupt-4xCO2,none,r1i1p1f1,Amon,pr,gr1,20190529,hdl:21.14100/f12d2707-c9c0-4af0-b3ba-bfce26008ab3,
CMIP6.CMIP.IPSL.IPSL-CM6A-LR.1pctCO2,none,r1i1p1f1,Amon,tas,gr,20180727,hdl:21.14100/2fb26980-7ece-4923-a408-2e582a20b0c8,
CMIP6.CMIP.IPSL.IPSL-CM6A-LR.abrupt-4xCO2,none,r1i1p1f1,Amon,tas,gr,20180727,hdl:21.14100/7acc29f2-abb6-4839-84ee-5b32e0e6b0fb,
CMIP6.CMIP.MIROC.MIROC-ES2L.1pctCO2,none,r1i1p1f2,Amon,tas,gn,20190823,hdl:21.14100/ed3976f1-f106-42de-9cf2-1474d1947cdb,
CMIP6.CMIP.IPSL.IPSL-CM6A-LR.abrupt-4xCO2,none,r1i1p1f1,Amon,pr,gr,20180727,hdl:21.14100/9db8f493-097a-4da2-bb0b-a17dfe717230,
CMIP6.CMIP.MIROC.MIROC-ES2L.abrupt-4xCO2,none,r1i1p1f2,Amon,tas,gn,20190823,hdl:21.14100/bf098879-b11e-489c-9dac-3c6a61bed1de,
CMIP6.CMIP.MIROC.MIROC-ES2L.abrupt-4xCO2,none,r1i1p1f2,Amon,pr,gn,20190823,hdl:21.14100/8afc40da-c05c-4c52-91af-8f014fbb64bc,
CMIP6.CMIP.MRI.MRI-ESM2-0.abrupt-4xCO2,none,r1i1p1f1,Amon,tas,gn,20190308,hdl:21.14100/43a8b10f-48ae-4e8f-8e21-5119ad2c94de,
CMIP6.CMIP.MRI.MRI-ESM2-0.abrupt-4xCO2,none,r1i1p1f1,Amon,pr,gn,20190308,hdl:21.14100/097da00b-16ba-4d26-86de-a2159aa1d032,
CMIP6.CMIP.NUIST.NESM3.abrupt-4xCO2,none,r1i1p1f1,Amon,tas,gn,20190707,hdl:21.14100/d1ce6445-eb91-4033-a4c9-190237c3c942,
CMIP6.CMIP.NUIST.NESM3.abrupt-4xCO2,none,r1i1p1f1,Amon,pr,gn,20190707,hdl:21.14100/552ca9b7-7ca3-4472-b494-04910b783083,
CMIP6.CMIP.MIROC.MIROC-ES2L.1pctCO2,none,r1i1p1f2,Amon,pr,gn,20190823,hdl:21.14100/823213d3-d21c-42e1-bf81-966fbb429ebe,
CMIP6.CMIP.NCC.NorESM2-LM.abrupt-4xCO2,none,r1i1p1f1,Amon,tas,gn,20210118,hdl:21.14100/f3e43800-8083-41a7-ae3c-627cbfd31dda,
CMIP6.CMIP.MRI.MRI-ESM2-0.1pctCO2,none,r1i1p1f1,Amon,tas,gn,20190308,hdl:21.14100/bd29e44f-e7b8-4547-8ebc-09c4f981e259,
CMIP6.CMIP.NCC.NorESM2-LM.abrupt-4xCO2,none,r1i1p1f1,Amon,pr,gn,20210118,hdl:21.14100/4e3e2006-1b21-4ddd-86cd-f4f5d91e81df,
CMIP6.CMIP.CSIRO.ACCESS-ESM1-5.1pctCO2,none,r1i1p1f1,Amon,tas,gn,20191115,hdl:21.14100/b3f4469e-2417-4123-bfb9-ef2cc8415cdd,
CMIP6.CMIP.CSIRO.ACCESS-ESM1-5.1pctCO2,none,r1i1p1f1,Amon,pr,gn,20191115,hdl:21.14100/a8efb353-0fe8-4b24-bb8f-97bc10d69191,
CMIP6.CMIP.MPI-M.MPI-ESM1-2-LR.1pctCO2,none,r1i1p1f1,Amon,pr,gn,20190710,hdl:21.14100/306618e9-eb3d-4dbe-9097-299eba2e011a,
